index_full,i,j,index,rank_raw,time_raw,province,city,unit,rank_type,rank_n,time_public
1,1,1,1,高风险地区50个,截至北京时间 2022-04-04 17:11,天津,河北区,河北区月牙河街大江路菜老乐蔬菜店（含蓟县鸡蛋店）,高风险,50,2022-04-04T17:11:00Z
2,1,1,2,高风险地区50个,截至北京时间 2022-04-04 17:11,天津,河北区,月牙河街满江里,高风险,50,2022-04-04T17:11:00Z
3,1,1,3,高风险地区50个,截至北京时间 2022-04-04 17:11,天津,东丽区,金钟街春江里小区,高风险,50,2022-04-04T17:11:00Z
4,1,1,4,高风险地区50个,截至北京时间 2022-04-04 17:11,天津,东丽区,金钟街赵沽里新苑小区,高风险,50,2022-04-04T17:11:00Z
5,1,1,5,高风险地区50个,截至北京时间 2022-04-04 17:11,天津,北辰区,天穆镇辰美雅苑3号楼,高风险,50,2022-04-04T17:11:00Z
6,1,1,6,高风险地区50个,截至北京时间 2022-04-04 17:11,天津,静海区,朝阳街道瑞和道与月纬路交口清水湾洗浴,高风险,50,2022-04-04T17:11:00Z
7,1,1,7,高风险地区50个,截至北京时间 2022-04-04 17:11,天津,西青区,杨柳青镇锦绣欣居,高风险,50,2022-04-04T17:11:00Z
8,1,2,1,高风险地区50个,截至北京时间 2022-04-04 17:11,河北,唐山,高新技术开发区盛华世家仓储购物市场,高风险,50,2022-04-04T17:11:00Z
9,1,2,2,高风险地区50个,截至北京时间 2022-04-04 17:11,河北,廊坊,安次区葛渔城镇全域,高风险,50,2022-04-04T17:11:00Z
10,1,3,1,高风险地区50个,截至北京时间 2022-04-04 17:11,辽宁,营口,营口市鲅鱼圈区北大荒物流股份有限公司,高风险,50,2022-04-04T17:11:00Z
11,1,3,2,高风险地区50个,截至北京时间 2022-04-04 17:11,辽宁,沈阳,辽中区茨榆坨街道,高风险,50,2022-04-04T17:11:00Z
12,1,4,1,高风险地区50个,截至北京时间 2022-04-04 17:11,吉林,长春,九郊街道新州社区,高风险,50,2022-04-04T17:11:00Z
13,1,4,2,高风险地区50个,截至北京时间 2022-04-04 17:11,吉林,长春,青年路街道宇航社区,高风险,50,2022-04-04T17:11:00Z
14,1,4,3,高风险地区50个,截至北京时间 2022-04-04 17:11,吉林,长春,团山街道小南街社区,高风险,50,2022-04-04T17:11:00Z
15,1,4,4,高风险地区50个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区桦皮厂镇桦皮厂社区,高风险,50,2022-04-04T17:11:00Z
16,1,4,5,高风险地区50个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区延江街道江山帝景小区,高风险,50,2022-04-04T17:11:00Z
17,1,4,6,高风险地区50个,截至北京时间 2022-04-04 17:11,吉林,吉林市,经开区九站街道农校社区八委十组（九龙路以南、经开大街以东、翰林路以南）,高风险,50,2022-04-04T17:11:00Z
18,1,5,1,高风险地区50个,截至北京时间 2022-04-04 17:11,黑龙江,哈尔滨,五常市八家子乡全域,高风险,50,2022-04-04T17:11:00Z
19,1,5,2,高风险地区50个,截至北京时间 2022-04-04 17:11,黑龙江,哈尔滨,五常市拉林镇,高风险,50,2022-04-04T17:11:00Z
20,1,5,3,高风险地区50个,截至北京时间 2022-04-04 17:11,黑龙江,佳木斯,汤原县东湖城小区,高风险,50,2022-04-04T17:11:00Z
21,1,5,4,高风险地区50个,截至北京时间 2022-04-04 17:11,黑龙江,佳木斯,汤原县阳光河畔小区,高风险,50,2022-04-04T17:11:00Z
22,1,6,1,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区滨海酒店,高风险,50,2022-04-04T17:11:00Z
23,1,6,2,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区城东街道埭头社区,高风险,50,2022-04-04T17:11:00Z
24,1,6,3,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区城东街道东星社区,高风险,50,2022-04-04T17:11:00Z
25,1,6,4,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区城东街道前头社区,高风险,50,2022-04-04T17:11:00Z
26,1,6,5,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区城东街道浔美社区,高风险,50,2022-04-04T17:11:00Z
27,1,6,6,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区东海街道滨城社区,高风险,50,2022-04-04T17:11:00Z
28,1,6,7,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区东海街道法石社区,高风险,50,2022-04-04T17:11:00Z
29,1,6,8,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区东海街道云谷社区,高风险,50,2022-04-04T17:11:00Z
30,1,6,9,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区东海街道云山社区,高风险,50,2022-04-04T17:11:00Z
31,1,6,10,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区丰泽街道东美社区北至妙云街、西至刺桐南路、南至泉秀街、东至坪山路和东霞街（河岸）区域,高风险,50,2022-04-04T17:11:00Z
32,1,6,11,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区丰泽街道霞淮社区,高风险,50,2022-04-04T17:11:00Z
33,1,6,12,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区泉秀街道成洲社区,高风险,50,2022-04-04T17:11:00Z
34,1,6,13,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区泉秀街道沉洲社区,高风险,50,2022-04-04T17:11:00Z
35,1,6,14,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,丰泽区泉秀街道灯星社区,高风险,50,2022-04-04T17:11:00Z
36,1,6,15,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,晋江市陈埭江滨南路、鞋都路、九十九溪围合的三角区域,高风险,50,2022-04-04T17:11:00Z
37,1,6,16,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,晋江市陈埭镇庵上村,高风险,50,2022-04-04T17:11:00Z
38,1,6,17,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,晋江市池店镇东山村,高风险,50,2022-04-04T17:11:00Z
39,1,6,18,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,晋江市陈埭镇海尾村,高风险,50,2022-04-04T17:11:00Z
40,1,6,19,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,鲤城区临江街道伍堡社区伍堡旧街北至四堡街、南至义全街、西至伍堡新街、东至中山南路区域,高风险,50,2022-04-04T17:11:00Z
41,1,6,20,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,洛江区万安街道吉源小区20号楼,高风险,50,2022-04-04T17:11:00Z
42,1,6,21,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,泉州,石狮市万国会（名爵酒店）,高风险,50,2022-04-04T17:11:00Z
43,1,6,22,高风险地区50个,截至北京时间 2022-04-04 17:11,福建,莆田,仙游私立一中,高风险,50,2022-04-04T17:11:00Z
44,1,7,1,高风险地区50个,截至北京时间 2022-04-04 17:11,山东,滨州,曹王镇杭屯村,高风险,50,2022-04-04T17:11:00Z
45,1,7,2,高风险地区50个,截至北京时间 2022-04-04 17:11,山东,滨州,惠民县环城南路108号,高风险,50,2022-04-04T17:11:00Z
46,1,7,3,高风险地区50个,截至北京时间 2022-04-04 17:11,山东,滨州,阳信县翟王镇,高风险,50,2022-04-04T17:11:00Z
47,1,7,4,高风险地区50个,截至北京时间 2022-04-04 17:11,山东,滨州,邹平市韩店镇西王新村,高风险,50,2022-04-04T17:11:00Z
48,1,7,5,高风险地区50个,截至北京时间 2022-04-04 17:11,山东,滨州,邹平市黄山街道办事处张山村,高风险,50,2022-04-04T17:11:00Z
49,1,7,6,高风险地区50个,截至北京时间 2022-04-04 17:11,山东,威海,火炬高技术产业开发区古寨东路145号渊源澡塘,高风险,50,2022-04-04T17:11:00Z
50,1,8,1,高风险地区50个,截至北京时间 2022-04-04 17:11,甘肃,兰州,兰州市七里河区秀川街道崔家崖大户村,高风险,50,2022-04-04T17:11:00Z
51,2,1,1,中风险地区349个,截至北京时间 2022-04-04 17:11,北京,朝阳区,六里屯街道八里庄北里东社区,中风险,349,2022-04-04T17:11:00Z
52,2,2,1,中风险地区349个,截至北京时间 2022-04-04 17:11,天津,河北区,光复道街万爱情侣主题酒店（建国道1号龙门大厦）,中风险,349,2022-04-04T17:11:00Z
53,2,2,2,中风险地区349个,截至北京时间 2022-04-04 17:11,天津,河北区,月牙河街锦江南里27门,中风险,349,2022-04-04T17:11:00Z
54,2,2,3,中风险地区349个,截至北京时间 2022-04-04 17:11,天津,静海区,朝阳街道宇纬路春曦公园,中风险,349,2022-04-04T17:11:00Z
55,2,2,4,中风险地区349个,截至北京时间 2022-04-04 17:11,天津,西青区,西营门街赵苑西里8号楼,中风险,349,2022-04-04T17:11:00Z
56,2,3,1,中风险地区349个,截至北京时间 2022-04-04 17:11,河北,廊坊,安次区东沽港镇淘河村,中风险,349,2022-04-04T17:11:00Z
57,2,3,2,中风险地区349个,截至北京时间 2022-04-04 17:11,河北,廊坊,桃园村,中风险,349,2022-04-04T17:11:00Z
58,2,3,3,中风险地区349个,截至北京时间 2022-04-04 17:11,河北,唐山,路北区君瑞联合农贸市场,中风险,349,2022-04-04T17:11:00Z
59,2,4,1,中风险地区349个,截至北京时间 2022-04-04 17:11,内蒙古,赤峰,巴林左旗西城街道赛汗小区,中风险,349,2022-04-04T17:11:00Z
60,2,5,1,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,营口,恒祥湾·富贵园,中风险,349,2022-04-04T17:11:00Z
61,2,5,2,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,营口,金禾一品财富广场,中风险,349,2022-04-04T17:11:00Z
62,2,5,3,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,营口,金座A区,中风险,349,2022-04-04T17:11:00Z
63,2,5,4,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,营口,群星国际新城,中风险,349,2022-04-04T17:11:00Z
64,2,5,5,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,营口,新港小区,中风险,349,2022-04-04T17:11:00Z
65,2,5,6,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,大连,金普新区马桥子街道凯悦公寓B座,中风险,349,2022-04-04T17:11:00Z
66,2,5,7,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,大连,金普新区七顶山街道陆海村陆海小区7号,中风险,349,2022-04-04T17:11:00Z
67,2,5,8,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,大连,普兰店区丰荣街道久寿社区中心路一段49号,中风险,349,2022-04-04T17:11:00Z
68,2,5,9,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,大连,普兰店区太平街道如意人家钰莲园小区10号楼,中风险,349,2022-04-04T17:11:00Z
69,2,5,10,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,沈阳,钢花小区,中风险,349,2022-04-04T17:11:00Z
70,2,5,11,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,沈阳,沈阳市大东区惠民家园,中风险,349,2022-04-04T17:11:00Z
71,2,5,12,中风险地区349个,截至北京时间 2022-04-04 17:11,辽宁,沈阳,中体奥林匹克花园新城,中风险,349,2022-04-04T17:11:00Z
72,2,6,1,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,朝阳区重庆街道安华公寓西安大路336号,中风险,349,2022-04-04T17:11:00Z
73,2,6,2,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,朝阳区湖西街道开运街1629号楼,中风险,349,2022-04-04T17:11:00Z
74,2,6,3,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,朝阳区湖西街道领秀朝阳上院,中风险,349,2022-04-04T17:11:00Z
75,2,6,4,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,朝阳区湖西街道新星宇福苑二期,中风险,349,2022-04-04T17:11:00Z
76,2,6,5,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,朝阳区南湖街道长春大学卫星路以南八公寓,中风险,349,2022-04-04T17:11:00Z
77,2,6,6,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市建设街道博文雅苑,中风险,349,2022-04-04T17:11:00Z
78,2,6,7,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市建设街道都会公馆,中风险,349,2022-04-04T17:11:00Z
79,2,6,8,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市建设街道龙凤尚城,中风险,349,2022-04-04T17:11:00Z
80,2,6,9,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市建设街道龙凤翔城,中风险,349,2022-04-04T17:11:00Z
81,2,6,10,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市建设街道盛世金城,中风险,349,2022-04-04T17:11:00Z
82,2,6,11,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市胜利街道吉成福园,中风险,349,2022-04-04T17:11:00Z
83,2,6,12,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市胜利街道龙德盛世城,中风险,349,2022-04-04T17:11:00Z
84,2,6,13,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市胜利街道壹号院,中风险,349,2022-04-04T17:11:00Z
85,2,6,14,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市万宝镇广太村,中风险,349,2022-04-04T17:11:00Z
86,2,6,15,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市万宝镇街道,中风险,349,2022-04-04T17:11:00Z
87,2,6,16,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市万宝镇顺山村,中风险,349,2022-04-04T17:11:00Z
88,2,6,17,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,德惠市万宝镇万宝村,中风险,349,2022-04-04T17:11:00Z
89,2,6,18,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,二道区八里堡街道力旺康城,中风险,349,2022-04-04T17:11:00Z
90,2,6,19,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,二道区东盛街道上东城市之光,中风险,349,2022-04-04T17:11:00Z
91,2,6,20,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,二道区吉林街道高格蓝湾,中风险,349,2022-04-04T17:11:00Z
92,2,6,21,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,二道区吉林街道吉盛高层小区,中风险,349,2022-04-04T17:11:00Z
93,2,6,22,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,二道区远达街道昊泽家园,中风险,349,2022-04-04T17:11:00Z
94,2,6,23,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,二道区长青街道十方界,中风险,349,2022-04-04T17:11:00Z
95,2,6,24,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,公主岭市范家屯镇十家子社区,中风险,349,2022-04-04T17:11:00Z
96,2,6,25,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,公主岭市河北街道金碧阁小区,中风险,349,2022-04-04T17:11:00Z
97,2,6,26,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,公主岭市河北街道玛钢花园二期,中风险,349,2022-04-04T17:11:00Z
98,2,6,27,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,公主岭市河北街道紫金公馆,中风险,349,2022-04-04T17:11:00Z
99,2,6,28,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,公主岭市环岭街道高家岗村,中风险,349,2022-04-04T17:11:00Z
100,2,6,29,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,公主岭市响水镇刘小窝堡村,中风险,349,2022-04-04T17:11:00Z
101,2,6,30,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,经开区东方广场街道恒大帝景一期,中风险,349,2022-04-04T17:11:00Z
102,2,6,31,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,经开区会展街道北海丽景,中风险,349,2022-04-04T17:11:00Z
103,2,6,32,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,经开区世纪街道智诚学校,中风险,349,2022-04-04T17:11:00Z
104,2,6,33,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,经开区兴隆山镇分水村,中风险,349,2022-04-04T17:11:00Z
105,2,6,34,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,经开区兴隆山镇金色家园,中风险,349,2022-04-04T17:11:00Z
106,2,6,35,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,经开区兴隆山镇吴中北国之春,中风险,349,2022-04-04T17:11:00Z
107,2,6,36,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,经开区兴隆山镇中海寰宇天下,中风险,349,2022-04-04T17:11:00Z
108,2,6,37,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区胡家回族乡周家村6社,中风险,349,2022-04-04T17:11:00Z
109,2,6,38,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区纪家街道纪家村,中风险,349,2022-04-04T17:11:00Z
110,2,6,39,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区纪家街道坐山村,中风险,349,2022-04-04T17:11:00Z
111,2,6,40,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道八家子村,中风险,349,2022-04-04T17:11:00Z
112,2,6,41,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道孤家子村,中风险,349,2022-04-04T17:11:00Z
113,2,6,42,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道横道村,中风险,349,2022-04-04T17:11:00Z
114,2,6,43,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道河南村,中风险,349,2022-04-04T17:11:00Z
115,2,6,44,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道卢家村,中风险,349,2022-04-04T17:11:00Z
116,2,6,45,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道沐石河村,中风险,349,2022-04-04T17:11:00Z
117,2,6,46,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道太和村,中风险,349,2022-04-04T17:11:00Z
118,2,6,47,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道于家村,中风险,349,2022-04-04T17:11:00Z
119,2,6,48,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道杨树村,中风险,349,2022-04-04T17:11:00Z
120,2,6,49,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区沐石河街道张家村,中风险,349,2022-04-04T17:11:00Z
121,2,6,50,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区其塔木镇北山村,中风险,349,2022-04-04T17:11:00Z
122,2,6,51,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区上河湾镇南甸子村,中风险,349,2022-04-04T17:11:00Z
123,2,6,52,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区上河湾镇双顶村,中风险,349,2022-04-04T17:11:00Z
124,2,6,53,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区上河湾镇万福花园,中风险,349,2022-04-04T17:11:00Z
125,2,6,54,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区上河湾镇吴文祥小区,中风险,349,2022-04-04T17:11:00Z
126,2,6,55,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区上河湾镇幸福家园,中风险,349,2022-04-04T17:11:00Z
127,2,6,56,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区上河湾镇友谊小区老楼,中风险,349,2022-04-04T17:11:00Z
128,2,6,57,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区苇子沟街道大苇村,中风险,349,2022-04-04T17:11:00Z
129,2,6,58,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区苇子沟街道官地村,中风险,349,2022-04-04T17:11:00Z
130,2,6,59,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区苇子沟街道拉拉村,中风险,349,2022-04-04T17:11:00Z
131,2,6,60,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区苇子沟街道西山村,中风险,349,2022-04-04T17:11:00Z
132,2,6,61,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区苇子沟街道小苇村,中风险,349,2022-04-04T17:11:00Z
133,2,6,62,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区兴隆街道大荒地村,中风险,349,2022-04-04T17:11:00Z
134,2,6,63,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,九台区主城区,中风险,349,2022-04-04T17:11:00Z
135,2,6,64,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区德容街道福临花园,中风险,349,2022-04-04T17:11:00Z
136,2,6,65,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区德容街道福盛小区,中风险,349,2022-04-04T17:11:00Z
137,2,6,66,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区德容街道万科班芙花园,中风险,349,2022-04-04T17:11:00Z
138,2,6,67,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区德容街道亚泰华府,中风险,349,2022-04-04T17:11:00Z
139,2,6,68,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区德正街道保利香槟,中风险,349,2022-04-04T17:11:00Z
140,2,6,69,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区德正街道东安枫景,中风险,349,2022-04-04T17:11:00Z
141,2,6,70,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区德正街道潭泽东南明珠,中风险,349,2022-04-04T17:11:00Z
142,2,6,71,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区永兴街道康诗丹郡,中风险,349,2022-04-04T17:11:00Z
143,2,6,72,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,净月区永兴街道伟峰东域商业街工地,中风险,349,2022-04-04T17:11:00Z
144,2,6,73,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,宽城区凯旋街道友谊花园小区,中风险,349,2022-04-04T17:11:00Z
145,2,6,74,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区林园街道3535小区,中风险,349,2022-04-04T17:11:00Z
146,2,6,75,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区林园街道大禹华邦B区,中风险,349,2022-04-04T17:11:00Z
147,2,6,76,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区普阳街道吉业花园,中风险,349,2022-04-04T17:11:00Z
148,2,6,77,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区普阳街道辽阳街（101栋、143栋、201栋）,中风险,349,2022-04-04T17:11:00Z
149,2,6,78,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区青年街道133厂小区,中风险,349,2022-04-04T17:11:00Z
150,2,6,79,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区同心街道,中风险,349,2022-04-04T17:11:00Z
151,2,6,80,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区铁西街道彩云阁小区,中风险,349,2022-04-04T17:11:00Z
152,2,6,81,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,绿园区正阳街道娜奇美4区,中风险,349,2022-04-04T17:11:00Z
153,2,6,82,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,农安县合隆镇万隆璟堂,中风险,349,2022-04-04T17:11:00Z
154,2,6,83,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区富裕街道金色世界湾,中风险,349,2022-04-04T17:11:00Z
155,2,6,84,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区鸿城街道农研家属楼,中风险,349,2022-04-04T17:11:00Z
156,2,6,85,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区鸿城街道卫星花园,中风险,349,2022-04-04T17:11:00Z
157,2,6,86,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道力旺美林,中风险,349,2022-04-04T17:11:00Z
158,2,6,87,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道万科金域长春,中风险,349,2022-04-04T17:11:00Z
159,2,6,88,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道卫星商城,中风险,349,2022-04-04T17:11:00Z
160,2,6,89,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道新城小区,中风险,349,2022-04-04T17:11:00Z
161,2,6,90,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道幸福乡政府宿舍楼,中风险,349,2022-04-04T17:11:00Z
162,2,6,91,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道长春大学,中风险,349,2022-04-04T17:11:00Z
163,2,6,92,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道长春大学公寓,中风险,349,2022-04-04T17:11:00Z
164,2,6,93,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区明珠街道中铁十三局宿舍,中风险,349,2022-04-04T17:11:00Z
165,2,6,94,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区南岭街道御翠豪庭,中风险,349,2022-04-04T17:11:00Z
166,2,6,95,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,南关区幸福乡国信一期,中风险,349,2022-04-04T17:11:00Z
167,2,6,96,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,汽开区锦城街道44街区,中风险,349,2022-04-04T17:11:00Z
168,2,6,97,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,汽开区锦城街道47街区,中风险,349,2022-04-04T17:11:00Z
169,2,6,98,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,汽开区锦城街道恒大首府,中风险,349,2022-04-04T17:11:00Z
170,2,6,99,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,汽开区锦城街道中铁国际花园,中风险,349,2022-04-04T17:11:00Z
171,2,6,100,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,双阳区太平镇桦木村,中风险,349,2022-04-04T17:11:00Z
172,2,6,101,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,双阳区云山街道林溪美郡,中风险,349,2022-04-04T17:11:00Z
173,2,6,102,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市城郊街道富润家园,中风险,349,2022-04-04T17:11:00Z
174,2,6,103,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市城郊街道和泰府,中风险,349,2022-04-04T17:11:00Z
175,2,6,104,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市大岭镇怀家蓝旗村,中风险,349,2022-04-04T17:11:00Z
176,2,6,105,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市大岭镇怀家民主村,中风险,349,2022-04-04T17:11:00Z
177,2,6,106,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市华昌街道富宇花园,中风险,349,2022-04-04T17:11:00Z
178,2,6,107,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市华昌街道图书馆家属楼,中风险,349,2022-04-04T17:11:00Z
