index_full,i,j,index,rank_raw,time_raw,province,city,unit,rank_type,rank_n,time_public
179,2,6,108,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市环城乡东岭村小河屯,中风险,349,2022-04-04T17:11:00Z
180,2,6,109,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市黑林镇芦古村,中风险,349,2022-04-04T17:11:00Z
181,2,6,110,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市刘家镇永生村,中风险,349,2022-04-04T17:11:00Z
182,2,6,111,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市闵家镇金家村,中风险,349,2022-04-04T17:11:00Z
183,2,6,112,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市闵家镇西北地村,中风险,349,2022-04-04T17:11:00Z
184,2,6,113,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市泗河镇韩家村,中风险,349,2022-04-04T17:11:00Z
185,2,6,114,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市土桥镇十四户村,中风险,349,2022-04-04T17:11:00Z
186,2,6,115,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市新立镇太平村西甸子屯,中风险,349,2022-04-04T17:11:00Z
187,2,6,116,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市向阳镇复兴村,中风险,349,2022-04-04T17:11:00Z
188,2,6,117,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市于家镇红旗村孙成岗屯,中风险,349,2022-04-04T17:11:00Z
189,2,6,118,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,榆树市于家镇万河村,中风险,349,2022-04-04T17:11:00Z
190,2,6,119,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区北湖街道北湖花园,中风险,349,2022-04-04T17:11:00Z
191,2,6,120,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区北湖街道北湾新城四期,中风险,349,2022-04-04T17:11:00Z
192,2,6,121,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区超越街道大禹褐石,中风险,349,2022-04-04T17:11:00Z
193,2,6,122,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区超越街道恒盛豪庭,中风险,349,2022-04-04T17:11:00Z
194,2,6,123,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区超越街道万龙丽水湾二期,中风险,349,2022-04-04T17:11:00Z
195,2,6,124,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区超越街道修正药业宿舍,中风险,349,2022-04-04T17:11:00Z
196,2,6,125,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区飞跃街道新星宇之新观邸,中风险,349,2022-04-04T17:11:00Z
197,2,6,126,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区硅谷街道昂展公园里,中风险,349,2022-04-04T17:11:00Z
198,2,6,127,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,长春,长春新区硅谷街道恒大雅苑,中风险,349,2022-04-04T17:11:00Z
199,2,6,128,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市船营区北山街道乐园一区12号楼,中风险,349,2022-04-04T17:11:00Z
200,2,6,129,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市昌邑区桦皮厂镇鳌龙河村,中风险,349,2022-04-04T17:11:00Z
201,2,6,130,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市昌邑区桦皮厂镇乐园村,中风险,349,2022-04-04T17:11:00Z
202,2,6,131,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市昌邑区民主街道兴国胡同27号岔路乡公寓,中风险,349,2022-04-04T17:11:00Z
203,2,6,132,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市昌邑区兴华街道兴田上城7号楼A座,中风险,349,2022-04-04T17:11:00Z
204,2,6,133,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市龙潭区承德街道江山如画小区3号楼3单元,中风险,349,2022-04-04T17:11:00Z
205,2,6,134,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市昌邑区桦皮厂镇庆祥村,中风险,349,2022-04-04T17:11:00Z
206,2,6,135,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市船营区青岛街道庆丰小区12号楼5单元,中风险,349,2022-04-04T17:11:00Z
207,2,6,136,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区孤店子镇孤店子村,中风险,349,2022-04-04T17:11:00Z
208,2,6,137,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区哈达湾街道绿地福林小区10-3栋2单元,中风险,349,2022-04-04T17:11:00Z
209,2,6,138,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区桦皮厂镇平胜村,中风险,349,2022-04-04T17:11:00Z
210,2,6,139,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区莲花街道沈铁幸福里小区12号楼2单元,中风险,349,2022-04-04T17:11:00Z
211,2,6,140,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区两家子乡盆窑村3组,中风险,349,2022-04-04T17:11:00Z
212,2,6,141,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区土城子乡聂司马村1组,中风险,349,2022-04-04T17:11:00Z
213,2,6,142,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区左家镇王家岭村,中风险,349,2022-04-04T17:11:00Z
214,2,6,143,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,昌邑区左家镇小土门村5组,中风险,349,2022-04-04T17:11:00Z
215,2,6,144,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,丰满区江南街道恒东花园小区1号楼2单元,中风险,349,2022-04-04T17:11:00Z
216,2,6,145,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,丰满区前二道乡王相村5组,中风险,349,2022-04-04T17:11:00Z
217,2,6,146,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,丰满区泰山街道如一坊中央公园8号楼,中风险,349,2022-04-04T17:11:00Z
218,2,6,147,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,丰满区小白山乡大兰旗村4社,中风险,349,2022-04-04T17:11:00Z
219,2,6,148,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,丰满区小白山乡鸡冠山村1社,中风险,349,2022-04-04T17:11:00Z
220,2,6,149,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林经济开发区九站街道雾凇水岸小区,中风险,349,2022-04-04T17:11:00Z
221,2,6,150,中风险地区349个,截至北京时间 2022-04-04 17:11,吉林,吉林市,吉林市船营区北极街道望云山景小区,中风险,349,2022-04-04T17:11:00Z
